,todayid,id,today,weather,temp,dust
46,Today47,99,2022-06-11 18:00:00,fog,15.2,133.0
47,Today48,43,2022-06-08 04:00:00,fog,27.3,1.6
48,Today49,95,2022-06-09 12:00:00,cloud,22.4,3.7
49,Today50,91,2022-06-08 04:00:00,sun,26.5,83.5
50,Today51,72,2022-06-08 17:00:00,cloud,20.9,28.0
51,Today52,95,2022-06-09 22:00:00,sun,23.0,23.3
52,Today53,94,2022-06-09 06:00:00,sun,18.7,19.4
53,Today54,18,2022-06-11 09:00:00,fog,15.3,147.1
54,Today55,94,2022-06-09 19:00:00,rain,24.8,70.8
55,Today56,17,2022-06-11 23:00:00,rain,25.4,10.1
56,Today57,1,2022-06-08 01:00:00,rain,18.4,130.1
57,Today58,68,2022-06-11 20:00:00,sun,26.4,117.1
58,Today59,92,2022-06-10 07:00:00,rain,28.6,138.0
59,Today60,64,2022-06-08 04:00:00,rain,29.4,119.0
60,Today61,72,2022-06-10 06:00:00,rain,26.4,57.1
61,Today62,48,2022-06-08 22:00:00,rain,16.0,6.0
62,Today63,50,2022-06-11 13:00:00,rain,24.2,114.4
63,Today64,5,2022-06-11 16:00:00,sun,17.4,139.9
64,Today65,41,2022-06-08 11:00:00,rain,16.4,132.3
65,Today66,27,2022-06-08 16:00:00,fog,24.8,144.3
66,Today67,91,2022-06-08 22:00:00,rain,29.4,123.5
67,Today68,50,2022-06-08 12:00:00,fog,18.1,132.2
68,Today69,1,2022-06-09 17:00:00,cloud,19.1,123.5
69,Today70,52,2022-06-11 17:00:00,rain,28.3,101.1
70,Today71,15,2022-06-10 15:00:00,fog,18.4,85.1
71,Today72,15,2022-06-08 10:00:00,cloud,23.5,81.6
72,Today73,98,2022-06-09 12:00:00,fog,27.9,11.6
73,Today74,95,2022-06-08 09:00:00,cloud,21.6,51.2
74,Today75,60,2022-06-10 13:00:00,rain,29.7,16.4
75,Today76,10,2022-06-08 18:00:00,cloud,16.6,149.8
76,Today77,47,2022-06-08 02:00:00,sun,20.4,62.9
77,Today78,35,2022-06-09 07:00:00,fog,26.5,18.1
78,Today79,51,2022-06-08 00:00:00,rain,17.6,84.6
79,Today80,27,2022-06-10 03:00:00,sun,19.2,9.0
80,Today81,100,2022-06-11 00:00:00,fog,17.8,120.8
81,Today82,77,2022-06-09 03:00:00,sun,24.0,36.7
82,Today83,70,2022-06-09 02:00:00,sun,19.8,109.4
83,Today84,8,2022-06-08 23:00:00,cloud,21.6,6.0
84,Today85,22,2022-06-11 10:00:00,cloud,29.7,84.8
85,Today86,98,2022-06-09 04:00:00,sun,16.1,81.0
86,Today87,79,2022-06-08 18:00:00,fog,25.1,108.9
87,Today88,34,2022-06-11 06:00:00,fog,15.6,139.4
88,Today89,8,2022-06-08 16:00:00,sun,21.6,33.1
89,Today90,30,2022-06-09 16:00:00,rain,26.9,83.4
90,Today91,93,2022-06-09 15:00:00,fog,16.9,133.4
91,Today92,6,2022-06-10 13:00:00,rain,24.2,121.7
92,Today93,73,2022-06-10 11:00:00,rain,15.6,84.4
93,Today94,30,2022-06-10 23:00:00,sun,29.2,44.5
94,Today95,44,2022-06-10 18:00:00,cloud,15.7,128.5
95,Today96,32,2022-06-11 09:00:00,rain,18.7,84.2
96,Today97,38,2022-06-08 02:00:00,rain,22.3,113.6
97,Today98,50,2022-06-11 18:00:00,cloud,16.3,18.4
98,Today99,91,2022-06-08 09:00:00,sun,28.7,102.7
99,Today100,52,2022-06-11 21:00:00,rain,27.7,105.4
100,Today101,65,2022-06-09 13:00:00,sun,19.2,35.9
101,Today102,78,2022-06-08 13:00:00,rain,15.1,109.8
102,Today103,92,2022-06-10 22:00:00,cloud,29.0,0.2
103,Today104,10,2022-06-10 12:00:00,cloud,26.8,28.6
104,Today105,11,2022-06-09 18:00:00,rain,25.9,14.3
105,Today106,99,2022-06-10 14:00:00,fog,22.0,58.0
106,Today107,2,2022-06-10 06:00:00,rain,18.2,27.3
107,Today108,36,2022-06-09 13:00:00,rain,29.2,50.3
108,Today109,28,2022-06-10 20:00:00,fog,24.9,101.5
109,Today110,69,2022-06-08 16:00:00,sun,24.4,39.4
110,Today111,42,2022-06-11 11:00:00,cloud,15.6,136.6
111,Today112,6,2022-06-11 02:00:00,cloud,25.3,14.3
112,Today113,98,2022-06-11 10:00:00,cloud,18.2,110.4
113,Today114,93,2022-06-11 02:00:00,rain,25.9,143.7
114,Today115,83,2022-06-09 17:00:00,cloud,18.2,42.9
115,Today116,33,2022-06-10 11:00:00,fog,15.7,34.7
116,Today117,5,2022-06-10 14:00:00,cloud,26.1,83.9
117,Today118,28,2022-06-08 16:00:00,sun,15.4,129.0
118,Today119,97,2022-06-09 21:00:00,rain,15.7,149.3
119,Today120,7,2022-06-11 10:00:00,cloud,29.6,73.8
120,Today121,54,2022-06-09 21:00:00,sun,21.6,72.1
121,Today122,55,2022-06-08 05:00:00,sun,25.1,13.4
122,Today123,28,2022-06-08 05:00:00,rain,24.1,19.0
123,Today124,65,2022-06-10 17:00:00,rain,16.9,133.5
124,Today125,87,2022-06-09 21:00:00,sun,15.2,74.7
125,Today126,20,2022-06-09 07:00:00,cloud,21.9,5.9
126,Today127,8,2022-06-09 12:00:00,cloud,16.4,10.2
127,Today128,73,2022-06-11 21:00:00,fog,20.9,125.3
128,Today129,22,2022-06-09 22:00:00,fog,18.3,58.7
129,Today130,20,2022-06-10 19:00:00,sun,28.8,15.1
130,Today131,93,2022-06-10 17:00:00,fog,18.0,74.1
131,Today132,85,2022-06-09 19:00:00,cloud,15.9,97.8
132,Today133,56,2022-06-11 09:00:00,cloud,15.2,144.7
133,Today134,32,2022-06-10 14:00:00,cloud,21.7,23.5
134,Today135,95,2022-06-11 02:00:00,fog,23.5,60.7
135,Today136,19,2022-06-09 13:00:00,rain,19.3,66.7
136,Today137,52,2022-06-10 00:00:00,fog,24.5,60.0
137,Today138,59,2022-06-08 03:00:00,cloud,22.9,44.3
138,Today139,76,2022-06-10 20:00:00,cloud,28.4,138.8
139,Today140,22,2022-06-08 00:00:00,cloud,21.3,108.9
140,Today141,91,2022-06-10 02:00:00,rain,23.2,73.3
141,Today142,80,2022-06-08 03:00:00,cloud,25.8,135.2
142,Today143,54,2022-06-08 10:00:00,rain,29.2,126.4
143,Today144,4,2022-06-10 11:00:00,rain,22.8,11.2
144,Today145,30,2022-06-08 09:00:00,sun,15.9,106.1
145,Today146,86,2022-06-11 16:00:00,rain,27.2,132.4
146,Today147,43,2022-06-09 03:00:00,rain,21.0,119.7
147,Today148,63,2022-06-08 04:00:00,cloud,20.2,67.9
148,Today149,8,2022-06-09 10:00:00,fog,22.9,13.9
149,Today150,70,2022-06-09 11:00:00,rain,23.5,23.6
150,Today151,73,2022-06-11 17:00:00,rain,24.9,17.9
151,Today152,9,2022-06-08 09:00:00,cloud,18.4,80.1
152,Today153,71,2022-06-09 10:00:00,fog,25.7,44.2
153,Today154,52,2022-06-09 12:00:00,sun,25.5,28.8
154,Today155,45,2022-06-08 16:00:00,fog,26.3,67.4
155,Today156,76,2022-06-11 11:00:00,rain,20.4,114.1
156,Today157,71,2022-06-09 06:00:00,rain,25.8,25.1
157,Today158,41,2022-06-10 03:00:00,fog,29.0,18.1
158,Today159,82,2022-06-10 05:00:00,rain,24.0,40.5
159,Today160,8,2022-06-08 08:00:00,rain,24.4,81.6
160,Today161,12,2022-06-10 17:00:00,cloud,28.4,143.5
161,Today162,5,2022-06-09 09:00:00,rain,26.8,41.5
162,Today163,11,2022-06-10 08:00:00,sun,16.6,52.1
163,Today164,22,2022-06-08 16:00:00,rain,29.8,146.7
164,Today165,31,2022-06-08 20:00:00,fog,24.6,60.3
165,Today166,45,2022-06-11 22:00:00,cloud,18.1,102.7
166,Today167,96,2022-06-08 17:00:00,sun,16.1,135.1
167,Today168,65,2022-06-08 07:00:00,sun,26.1,31.8
168,Today169,85,2022-06-11 07:00:00,fog,26.3,132.7
169,Today170,35,2022-06-09 08:00:00,fog,25.0,111.3
170,Today171,74,2022-06-11 14:00:00,rain,18.5,81.0
171,Today172,47,2022-06-10 21:00:00,cloud,28.1,122.9
172,Today173,11,2022-06-11 09:00:00,fog,26.4,112.7
173,Today174,51,2022-06-08 19:00:00,cloud,21.1,5.4
174,Today175,33,2022-06-08 08:00:00,fog,26.5,91.2
175,Today176,14,2022-06-10 18:00:00,sun,25.2,87.2
176,Today177,24,2022-06-08 20:00:00,rain,22.5,23.4
177,Today178,65,2022-06-10 21:00:00,fog,23.2,102.5
178,Today179,41,2022-06-08 10:00:00,rain,15.8,22.6
179,Today180,95,2022-06-08 09:00:00,rain,23.8,66.4
180,Today181,66,2022-06-12 00:00:00,sun,19.3,10.8
181,Today182,82,2022-06-11 23:00:00,fog,24.2,45.5
182,Today183,34,2022-06-10 13:00:00,rain,26.8,18.2
183,Today184,16,2022-06-09 21:00:00,cloud,28.4,110.7
184,Today185,6,2022-06-10 15:00:00,cloud,18.9,2.2
185,Today186,8,2022-06-11 18:00:00,rain,20.3,129.2
186,Today187,6,2022-06-11 20:00:00,rain,17.1,122.3
187,Today188,2,2022-06-08 13:00:00,sun,18.2,120.1
188,Today189,54,2022-06-08 20:00:00,rain,28.9,124.1
189,Today190,73,2022-06-11 03:00:00,fog,27.4,24.3
190,Today191,58,2022-06-10 09:00:00,sun,18.7,69.4
191,Today192,36,2022-06-09 08:00:00,cloud,17.8,57.8
192,Today193,4,2022-06-10 13:00:00,rain,20.0,25.1
193,Today194,70,2022-06-09 13:00:00,fog,18.9,75.5
194,Today195,87,2022-06-08 02:00:00,rain,27.8,137.9
195,Today196,13,2022-06-11 02:00:00,rain,21.9,70.6
196,Today197,29,2022-06-08 19:00:00,cloud,23.3,121.1
197,Today198,34,2022-06-11 17:00:00,cloud,18.1,47.4
198,Today199,34,2022-06-09 17:00:00,sun,17.5,14.5
199,Today200,11,2022-06-11 07:00:00,cloud,25.9,28.8
200,Today201,55,2022-06-11 15:00:00,cloud,22.0,138.6
201,Today202,47,2022-06-11 18:00:00,rain,21.2,24.6
202,Today203,67,2022-06-08 22:00:00,sun,28.0,41.9
203,Today204,94,2022-06-08 16:00:00,cloud,16.6,35.9
204,Today205,70,2022-06-08 17:00:00,fog,16.3,86.1
205,Today206,52,2022-06-11 02:00:00,cloud,29.5,137.7
206,Today207,94,2022-06-10 19:00:00,sun,15.1,49.5
207,Today208,67,2022-06-11 11:00:00,cloud,17.0,21.1
208,Today209,68,2022-06-11 12:00:00,fog,28.3,8.6
209,Today210,70,2022-06-08 02:00:00,cloud,21.4,15.2
210,Today211,80,2022-06-10 03:00:00,rain,18.0,26.0
211,Today212,7,2022-06-08 09:00:00,rain,27.4,130.8
212,Today213,36,2022-06-08 19:00:00,cloud,19.7,79.6
213,Today214,33,2022-06-08 15:00:00,sun,18.7,39.8
214,Today215,73,2022-06-08 11:00:00,cloud,26.1,40.9
215,Today216,50,2022-06-10 20:00:00,fog,21.3,74.5
216,Today217,44,2022-06-10 12:00:00,fog,15.7,138.1
217,Today218,70,2022-06-11 06:00:00,fog,27.7,124.2
218,Today219,18,2022-06-08 06:00:00,fog,27.5,4.0
219,Today220,71,2022-06-11 12:00:00,rain,18.1,69.7
220,Today221,48,2022-06-08 21:00:00,cloud,24.6,28.7
221,Today222,77,2022-06-11 13:00:00,cloud,20.5,97.2
222,Today223,84,2022-06-08 00:00:00,cloud,23.2,116.7
223,Today224,91,2022-06-09 16:00:00,sun,26.2,87.5
224,Today225,32,2022-06-11 01:00:00,fog,19.0,34.5
225,Today226,70,2022-06-09 09:00:00,sun,17.7,101.7
226,Today227,90,2022-06-09 04:00:00,cloud,22.4,76.2
227,Today228,37,2022-06-09 23:00:00,cloud,16.2,133.3
228,Today229,69,2022-06-11 16:00:00,sun,23.0,87.6
229,Today230,59,2022-06-09 20:00:00,cloud,29.0,120.9
230,Today231,35,2022-06-09 04:00:00,sun,29.3,120.3
231,Today232,6,2022-06-09 04:00:00,cloud,25.8,39.0
232,Today233,44,2022-06-10 09:00:00,fog,29.3,29.9
233,Today234,75,2022-06-10 14:00:00,fog,28.6,129.0
234,Today235,99,2022-06-09 21:00:00,fog,29.4,49.7
235,Today236,31,2022-06-08 17:00:00,rain,28.3,136.4
236,Today237,89,2022-06-08 19:00:00,cloud,17.8,133.3
237,Today238,57,2022-06-10 02:00:00,fog,21.3,102.5
238,Today239,59,2022-06-09 22:00:00,cloud,16.8,64.3
239,Today240,63,2022-06-11 20:00:00,rain,17.8,81.9
240,Today241,18,2022-06-08 20:00:00,cloud,24.8,118.8
241,Today242,42,2022-06-09 03:00:00,rain,19.5,126.6
242,Today243,91,2022-06-11 20:00:00,cloud,27.6,134.3
243,Today244,95,2022-06-10 21:00:00,rain,23.0,15.8
244,Today245,39,2022-06-11 04:00:00,rain,19.6,38.6
245,Today246,21,2022-06-12 00:00:00,sun,19.4,40.1
246,Today247,21,2022-06-11 09:00:00,cloud,20.6,53.8
247,Today248,31,2022-06-09 09:00:00,fog,28.9,54.0
248,Today249,74,2022-06-10 12:00:00,fog,22.5,8.2
249,Today250,91,2022-06-08 11:00:00,sun,22.1,52.4
250,Today251,85,2022-06-10 07:00:00,cloud,18.3,111.8
251,Today252,26,2022-06-08 06:00:00,rain,23.7,149.9
252,Today253,41,2022-06-10 07:00:00,fog,29.4,147.3
253,Today254,89,2022-06-10 03:00:00,rain,16.1,59.3
254,Today255,11,2022-06-10 14:00:00,rain,17.2,111.5
255,Today256,92,2022-06-11 08:00:00,sun,18.3,86.4
256,Today257,30,2022-06-09 04:00:00,fog,23.4,106.5
257,Today258,89,2022-06-08 17:00:00,rain,23.1,51.9
258,Today259,35,2022-06-11 11:00:00,fog,16.1,141.0
259,Today260,37,2022-06-10 18:00:00,rain,27.6,67.0
260,Today261,42,2022-06-10 16:00:00,rain,19.6,143.0
261,Today262,2,2022-06-11 09:00:00,fog,17.6,18.4
262,Today263,4,2022-06-10 18:00:00,cloud,21.1,80.2
263,Today264,64,2022-06-09 16:00:00,rain,18.1,145.1
264,Today265,37,2022-06-08 05:00:00,cloud,24.6,4.1
265,Today266,54,2022-06-08 01:00:00,cloud,19.8,52.2
266,Today267,64,2022-06-09 01:00:00,cloud,27.0,149.5
267,Today268,77,2022-06-10 20:00:00,rain,16.8,147.8
268,Today269,56,2022-06-09 05:00:00,rain,18.3,139.1
269,Today270,67,2022-06-10 18:00:00,fog,21.5,10.7
270,Today271,17,2022-06-09 19:00:00,sun,27.4,63.4
271,Today272,27,2022-06-09 03:00:00,rain,15.6,78.1
272,Today273,62,2022-06-08 13:00:00,cloud,27.3,100.3
273,Today274,41,2022-06-09 20:00:00,cloud,15.0,140.2
274,Today275,77,2022-06-09 20:00:00,sun,18.9,91.5
275,Today276,99,2022-06-11 15:00:00,cloud,26.8,149.4
276,Today277,88,2022-06-09 19:00:00,fog,16.8,58.2
277,Today278,1,2022-06-11 15:00:00,rain,25.5,68.9
278,Today279,10,2022-06-09 13:00:00,fog,24.8,35.7
279,Today280,85,2022-06-09 12:00:00,cloud,21.5,60.2
280,Today281,65,2022-06-10 16:00:00,cloud,15.5,114.0
281,Today282,98,2022-06-09 03:00:00,cloud,23.7,75.4
282,Today283,64,2022-06-11 09:00:00,sun,26.5,38.8
283,Today284,96,2022-06-10 01:00:00,rain,25.4,14.7
284,Today285,98,2022-06-11 20:00:00,sun,23.5,42.8
285,Today286,15,2022-06-09 11:00:00,cloud,15.5,86.8
286,Today287,48,2022-06-09 18:00:00,cloud,20.6,139.5
287,Today288,67,2022-06-08 06:00:00,sun,24.2,28.3
288,Today289,41,2022-06-10 18:00:00,fog,21.3,26.1
289,Today290,99,2022-06-08 06:00:00,cloud,15.4,58.8
290,Today291,97,2022-06-10 13:00:00,rain,23.0,28.7
291,Today292,10,2022-06-09 19:00:00,rain,26.3,27.2
292,Today293,53,2022-06-09 11:00:00,cloud,16.1,14.1
293,Today294,70,2022-06-09 21:00:00,cloud,21.4,98.5
294,Today295,70,2022-06-11 00:00:00,fog,29.8,76.6
295,Today296,17,2022-06-09 09:00:00,cloud,26.5,96.2
296,Today297,84,2022-06-10 18:00:00,fog,27.5,132.0
297,Today298,27,2022-06-09 03:00:00,cloud,23.5,113.3
298,Today299,38,2022-06-08 11:00:00,rain,22.4,78.7
299,Today300,24,2022-06-10 03:00:00,sun,19.1,29.7
300,Today301,65,2022-06-11 13:00:00,cloud,25.1,118.5
301,Today302,88,2022-06-09 16:00:00,cloud,28.2,16.6
302,Today303,89,2022-06-10 18:00:00,rain,20.5,116.7
303,Today304,62,2022-06-10 18:00:00,cloud,26.6,105.9
304,Today305,90,2022-06-10 06:00:00,sun,16.3,39.8
305,Today306,73,2022-06-11 09:00:00,cloud,26.1,32.8
306,Today307,11,2022-06-10 20:00:00,cloud,17.1,149.4
307,Today308,12,2022-06-11 11:00:00,rain,25.7,120.6
308,Today309,13,2022-06-09 12:00:00,fog,18.7,146.6
309,Today310,55,2022-06-11 00:00:00,cloud,16.3,38.7
310,Today311,44,2022-06-10 19:00:00,rain,26.5,117.9
311,Today312,7,2022-06-09 00:00:00,rain,16.6,32.4
312,Today313,9,2022-06-11 19:00:00,sun,18.4,85.8
313,Today314,1,2022-06-09 21:00:00,rain,18.7,128.3
314,Today315,19,2022-06-11 15:00:00,fog,25.8,2.7
315,Today316,82,2022-06-10 01:00:00,fog,15.0,126.8
316,Today317,62,2022-06-08 17:00:00,cloud,27.5,134.5
317,Today318,15,2022-06-08 15:00:00,rain,27.8,69.7
318,Today319,99,2022-06-11 10:00:00,sun,25.7,51.6
319,Today320,38,2022-06-08 11:00:00,fog,16.4,146.8
320,Today321,53,2022-06-11 22:00:00,rain,24.6,76.0
321,Today322,2,2022-06-08 03:00:00,cloud,26.0,37.1
322,Today323,34,2022-06-10 08:00:00,cloud,28.2,5.7
323,Today324,99,2022-06-10 06:00:00,fog,17.6,58.8
324,Today325,89,2022-06-10 13:00:00,rain,18.0,137.4
325,Today326,54,2022-06-09 17:00:00,rain,25.4,68.0
326,Today327,69,2022-06-12 00:00:00,sun,17.0,97.0
327,Today328,97,2022-06-10 14:00:00,sun,23.0,92.8
328,Today329,36,2022-06-10 04:00:00,cloud,28.8,81.1
329,Today330,47,2022-06-09 00:00:00,cloud,20.6,40.4
330,Today331,60,2022-06-11 01:00:00,fog,17.4,35.9
331,Today332,38,2022-06-11 16:00:00,sun,25.3,77.2
332,Today333,79,2022-06-11 12:00:00,sun,17.8,94.0
333,Today334,36,2022-06-11 00:00:00,cloud,18.9,67.9
334,Today335,40,2022-06-08 00:00:00,cloud,23.1,81.4
335,Today336,100,2022-06-08 05:00:00,cloud,22.5,72.8
336,Today337,77,2022-06-11 01:00:00,sun,23.7,28.8
337,Today338,38,2022-06-10 21:00:00,cloud,26.7,11.0
338,Today339,31,2022-06-10 12:00:00,sun,21.1,140.3
339,Today340,7,2022-06-11 13:00:00,rain,24.8,116.2
340,Today341,39,2022-06-11 05:00:00,rain,23.0,22.2
341,Today342,11,2022-06-08 20:00:00,sun,17.2,11.0
342,Today343,72,2022-06-09 17:00:00,sun,18.4,65.1
343,Today344,87,2022-06-11 00:00:00,rain,21.0,12.2
344,Today345,78,2022-06-08 17:00:00,cloud,27.4,33.1
345,Today346,43,2022-06-09 18:00:00,cloud,15.5,138.9
346,Today347,28,2022-06-11 18:00:00,sun,19.3,38.3
347,Today348,83,2022-06-09 20:00:00,rain,27.0,101.5
348,Today349,3,2022-06-08 14:00:00,rain,20.3,140.2
349,Today350,33,2022-06-10 19:00:00,sun,19.1,138.9
350,Today351,82,2022-06-08 23:00:00,fog,22.5,39.1
351,Today352,77,2022-06-08 10:00:00,cloud,26.1,79.3
352,Today353,78,2022-06-11 08:00:00,sun,22.7,117.6
353,Today354,72,2022-06-10 23:00:00,rain,24.8,87.7
354,Today355,80,2022-06-08 01:00:00,cloud,27.0,144.9
355,Today356,36,2022-06-09 23:00:00,cloud,16.4,76.2
356,Today357,48,2022-06-10 21:00:00,sun,26.9,66.0
357,Today358,87,2022-06-08 12:00:00,cloud,17.4,109.4
358,Today359,52,2022-06-11 19:00:00,fog,27.3,38.2
359,Today360,95,2022-06-10 20:00:00,sun,19.8,86.6
360,Today361,64,2022-06-08 13:00:00,rain,18.8,85.7
361,Today362,48,2022-06-08 07:00:00,fog,28.3,68.7
362,Today363,47,2022-06-11 03:00:00,rain,17.6,95.7
363,Today364,41,2022-06-10 04:00:00,sun,24.9,139.0
364,Today365,10,2022-06-10 07:00:00,rain,21.5,41.9
365,Today366,73,2022-06-11 08:00:00,cloud,23.1,117.3
366,Today367,81,2022-06-10 18:00:00,sun,27.1,43.7
367,Today368,57,2022-06-10 21:00:00,rain,22.5,91.3
368,Today369,32,2022-06-08 00:00:00,cloud,23.7,62.5
369,Today370,19,2022-06-08 23:00:00,rain,15.1,102.9
370,Today371,95,2022-06-08 06:00:00,cloud,17.6,7.3
371,Today372,85,2022-06-08 18:00:00,cloud,27.6,64.1
372,Today373,71,2022-06-10 23:00:00,cloud,23.7,102.4
373,Today374,16,2022-06-09 18:00:00,cloud,29.2,134.1
374,Today375,57,2022-06-09 05:00:00,fog,18.3,36.2
375,Today376,52,2022-06-08 14:00:00,fog,20.9,142.7
376,Today377,40,2022-06-09 03:00:00,cloud,19.7,45.5
377,Today378,56,2022-06-10 20:00:00,sun,15.7,28.1
378,Today379,7,2022-06-11 04:00:00,rain,16.3,54.6
379,Today380,42,2022-06-08 05:00:00,cloud,18.8,97.0
380,Today381,24,2022-06-08 14:00:00,cloud,15.6,29.7
381,Today382,2,2022-06-08 18:00:00,cloud,20.1,118.4
382,Today383,69,2022-06-11 16:00:00,sun,16.5,58.1
383,Today384,53,2022-06-09 13:00:00,sun,26.3,62.9
384,Today385,89,2022-06-10 22:00:00,rain,18.5,87.8
385,Today386,88,2022-06-08 08:00:00,rain,28.7,50.3
386,Today387,96,2022-06-08 03:00:00,rain,18.7,64.3
387,Today388,24,2022-06-10 10:00:00,rain,22.7,98.3
388,Today389,20,2022-06-09 22:00:00,cloud,18.1,37.5
389,Today390,30,2022-06-08 09:00:00,rain,26.9,14.9
390,Today391,41,2022-06-09 09:00:00,cloud,18.1,115.6
391,Today392,51,2022-06-09 22:00:00,fog,18.2,22.1
392,Today393,97,2022-06-08 17:00:00,cloud,28.8,114.9
393,Today394,25,2022-06-11 02:00:00,fog,20.2,123.2
394,Today395,80,2022-06-09 18:00:00,rain,24.3,38.5
395,Today396,30,2022-06-10 05:00:00,fog,21.4,61.7
396,Today397,80,2022-06-11 20:00:00,sun,25.1,44.5
397,Today398,28,2022-06-09 10:00:00,rain,17.5,19.6
398,Today399,75,2022-06-09 06:00:00,cloud,26.8,14.4
399,Today400,53,2022-06-08 02:00:00,rain,17.6,26.0
400,Today401,94,2022-06-11 04:00:00,fog,29.7,107.0
401,Today402,14,2022-06-09 06:00:00,sun,30.0,55.4
402,Today403,81,2022-06-09 20:00:00,rain,22.6,19.7
403,Today404,49,2022-06-09 00:00:00,fog,21.0,101.2
404,Today405,73,2022-06-11 17:00:00,cloud,18.3,27.8
405,Today406,29,2022-06-08 22:00:00,fog,24.2,46.9
406,Today407,83,2022-06-11 00:00:00,sun,25.9,106.4
407,Today408,56,2022-06-11 22:00:00,cloud,15.4,80.2
408,Today409,67,2022-06-08 16:00:00,rain,22.0,122.8
409,Today410,22,2022-06-11 23:00:00,rain,15.4,149.9
410,Today411,28,2022-06-11 17:00:00,rain,21.5,26.1
411,Today412,95,2022-06-10 23:00:00,sun,24.6,88.4
412,Today413,63,2022-06-11 02:00:00,cloud,28.1,60.1
413,Today414,9,2022-06-10 16:00:00,rain,24.6,55.5
414,Today415,76,2022-06-09 02:00:00,cloud,18.6,118.3
415,Today416,75,2022-06-10 13:00:00,sun,15.1,122.5
416,Today417,13,2022-06-10 19:00:00,fog,21.9,37.4
417,Today418,4,2022-06-08 16:00:00,fog,15.3,107.4
418,Today419,68,2022-06-11 17:00:00,cloud,21.0,92.1
419,Today420,73,2022-06-10 07:00:00,cloud,27.8,74.9
420,Today421,24,2022-06-11 04:00:00,fog,17.9,103.5
421,Today422,7,2022-06-08 09:00:00,cloud,27.6,145.0
422,Today423,22,2022-06-08 22:00:00,fog,25.4,5.4
423,Today424,28,2022-06-10 17:00:00,sun,25.1,133.0
424,Today425,6,2022-06-09 22:00:00,fog,23.2,5.4
425,Today426,84,2022-06-09 21:00:00,rain,23.6,140.0
426,Today427,94,2022-06-08 18:00:00,cloud,27.8,83.3
427,Today428,14,2022-06-08 13:00:00,sun,17.7,62.7
428,Today429,45,2022-06-10 23:00:00,sun,26.2,131.3
429,Today430,56,2022-06-11 01:00:00,rain,20.6,142.6
430,Today431,53,2022-06-10 04:00:00,sun,21.5,111.8
431,Today432,15,2022-06-10 15:00:00,rain,26.8,87.0
